date,stock_code,stock_name,industry,open,close,high,low,volume
2025-04-28,MSFT,Microsoft,Technology,197.43,193.0,200.31,188.1,2980522
2025-04-29,MSFT,Microsoft,Technology,193.0,189.18,195.23,185.76,6543908
2025-04-30,MSFT,Microsoft,Technology,189.18,185.54,194.75,182.88,9574297
2025-05-01,MSFT,Microsoft,Technology,185.54,182.0,187.97,178.45,2724407
2025-05-02,MSFT,Microsoft,Technology,182.0,183.28,188.67,177.9,2120310
2025-05-05,MSFT,Microsoft,Technology,183.28,182.54,185.36,182.26,4953050
2025-05-06,MSFT,Microsoft,Technology,182.54,185.09,188.21,178.68,6736984
2025-05-07,MSFT,Microsoft,Technology,185.09,183.87,186.53,179.97,4859684
2025-05-08,MSFT,Microsoft,Technology,183.87,181.77,186.75,176.53,5555197
2025-05-09,MSFT,Microsoft,Technology,181.77,179.35,185.27,177.15,6924524
2025-05-12,MSFT,Microsoft,Technology,179.35,179.93,183.89,178.91,1731425
2025-05-13,MSFT,Microsoft,Technology,179.93,183.47,184.87,178.18,3825588
2025-05-14,MSFT,Microsoft,Technology,183.47,183.08,185.39,181.85,6649592
2025-05-15,MSFT,Microsoft,Technology,183.08,175.5,183.7,173.6,2138849
2025-05-16,MSFT,Microsoft,Technology,175.5,172.31,180.56,171.22,9744182
2025-05-19,MSFT,Microsoft,Technology,172.31,169.84,174.69,169.29,8350308
2025-05-20,MSFT,Microsoft,Technology,169.84,169.17,172.46,166.89,5742574
2025-05-21,MSFT,Microsoft,Technology,169.17,167.24,171.31,163.03,9133653
2025-05-22,MSFT,Microsoft,Technology,167.24,166.21,168.34,163.19,6491910
2025-05-23,MSFT,Microsoft,Technology,166.21,166.68,168.58,166.2,7938918
2025-05-26,MSFT,Microsoft,Technology,166.68,159.82,168.7,159.05,9267805
2025-05-27,MSFT,Microsoft,Technology,159.82,159.52,159.93,156.46,9628303
2025-05-28,MSFT,Microsoft,Technology,159.52,159.48,161.42,156.66,9639312
2025-05-29,MSFT,Microsoft,Technology,159.48,160.29,161.29,155.89,7739451
2025-05-30,MSFT,Microsoft,Technology,160.29,156.81,162.45,152.45,9077825
2025-06-02,MSFT,Microsoft,Technology,156.81,153.97,157.37,150.15,5630835
2025-06-03,MSFT,Microsoft,Technology,153.97,148.58,155.9,146.39,6911294
2025-06-04,MSFT,Microsoft,Technology,148.58,141.51,151.23,141.19,1448282
2025-06-05,MSFT,Microsoft,Technology,141.51,144.31,145.22,140.9,9437765
2025-06-06,MSFT,Microsoft,Technology,144.31,139.68,148.53,137.9,2062647
2025-06-09,MSFT,Microsoft,Technology,139.68,138.6,141.56,137.2,4648252
2025-06-10,MSFT,Microsoft,Technology,138.6,140.69,143.58,138.07,9225459
2025-06-11,MSFT,Microsoft,Technology,140.69,138.53,142.11,137.04,1403446
2025-06-12,MSFT,Microsoft,Technology,138.53,134.48,140.37,131.69,9946632
2025-06-13,MSFT,Microsoft,Technology,134.48,139.26,142.27,133.77,8296615
2025-06-16,MSFT,Microsoft,Technology,139.26,142.94,146.09,137.24,3917869
2025-06-17,MSFT,Microsoft,Technology,142.94,142.36,145.6,139.56,9533209
2025-06-18,MSFT,Microsoft,Technology,142.36,139.75,144.3,136.79,2858509
2025-06-19,MSFT,Microsoft,Technology,139.75,138.32,143.51,137.81,4386349
2025-06-20,MSFT,Microsoft,Technology,138.32,139.52,142.11,137.53,6228617
2025-06-23,MSFT,Microsoft,Technology,139.52,139.5,143.07,137.55,9587496
2025-06-24,MSFT,Microsoft,Technology,139.5,141.84,142.1,138.14,1142789
2025-06-25,MSFT,Microsoft,Technology,141.84,140.2,143.5,136.13,4491980
2025-06-26,MSFT,Microsoft,Technology,140.2,142.39,144.96,138.18,6128004
2025-06-27,MSFT,Microsoft,Technology,142.39,142.13,146.07,139.24,6434577
2025-06-30,MSFT,Microsoft,Technology,142.13,143.71,144.61,140.84,8722908
2025-07-01,MSFT,Microsoft,Technology,143.71,149.6,151.16,142.41,7517291
2025-07-02,MSFT,Microsoft,Technology,149.6,149.82,152.51,148.36,9907034
2025-07-03,MSFT,Microsoft,Technology,149.82,145.34,154.02,143.36,7612722
2025-07-04,MSFT,Microsoft,Technology,145.34,144.64,147.2,143.7,7764545
2025-07-07,MSFT,Microsoft,Technology,144.64,140.96,148.8,136.97,9045211
2025-07-08,MSFT,Microsoft,Technology,140.96,140.92,141.0,139.23,1271679
2025-07-09,MSFT,Microsoft,Technology,140.92,141.44,145.19,139.7,4870824
2025-07-10,MSFT,Microsoft,Technology,141.44,137.6,143.49,135.43,3171903
2025-07-11,MSFT,Microsoft,Technology,137.6,135.44,140.2,132.88,6439679
2025-07-14,MSFT,Microsoft,Technology,135.44,132.52,137.1,128.63,3018932
2025-07-15,MSFT,Microsoft,Technology,132.52,135.59,136.29,132.42,8360903
2025-07-16,MSFT,Microsoft,Technology,135.59,134.43,137.65,134.04,6356706
2025-07-17,MSFT,Microsoft,Technology,134.43,133.48,137.67,133.45,6661918
2025-07-18,MSFT,Microsoft,Technology,133.48,129.05,137.4,126.95,4871377
2025-07-21,MSFT,Microsoft,Technology,129.05,131.06,132.77,125.33,7187655
2025-07-22,MSFT,Microsoft,Technology,131.06,131.05,134.0,128.83,4431072
2025-07-23,MSFT,Microsoft,Technology,131.05,129.36,134.76,128.74,7308470
2025-07-24,MSFT,Microsoft,Technology,129.36,129.02,130.99,128.8,5038079
2025-07-25,MSFT,Microsoft,Technology,129.02,135.03,138.76,127.96,9096447
2025-07-28,MSFT,Microsoft,Technology,135.03,132.4,137.61,130.04,6646242
2025-07-29,MSFT,Microsoft,Technology,132.4,134.48,136.0,129.99,2656446
2025-07-30,MSFT,Microsoft,Technology,134.48,136.67,136.76,130.48,7663133
2025-07-31,MSFT,Microsoft,Technology,136.67,134.39,137.16,130.7,1953442
2025-08-01,MSFT,Microsoft,Technology,134.39,128.9,134.87,128.88,4247810
2025-08-04,MSFT,Microsoft,Technology,128.9,132.9,136.45,125.68,5778089
2025-08-05,MSFT,Microsoft,Technology,132.9,135.32,135.67,129.42,5022823
2025-08-06,MSFT,Microsoft,Technology,135.32,137.54,139.79,132.26,4161514
2025-08-07,MSFT,Microsoft,Technology,137.54,139.22,140.94,133.9,7870892
2025-08-08,MSFT,Microsoft,Technology,139.22,136.02,140.86,133.55,5722157
2025-08-11,MSFT,Microsoft,Technology,136.02,135.87,138.37,135.2,7435181
2025-08-12,MSFT,Microsoft,Technology,135.87,134.67,139.7,132.55,5813788
2025-08-13,MSFT,Microsoft,Technology,134.67,135.19,136.22,131.43,2471194
2025-08-14,MSFT,Microsoft,Technology,135.19,132.57,137.05,129.28,4752138
2025-08-15,MSFT,Microsoft,Technology,132.57,129.52,136.06,127.61,7509353
2025-08-18,MSFT,Microsoft,Technology,129.52,129.06,132.64,127.64,5271461
2025-08-19,MSFT,Microsoft,Technology,129.06,135.9,139.95,125.71,5581833
2025-08-20,MSFT,Microsoft,Technology,135.9,132.65,136.96,130.69,4223411
2025-08-21,MSFT,Microsoft,Technology,132.65,131.02,135.82,130.09,7802955
2025-08-22,MSFT,Microsoft,Technology,131.02,131.75,132.99,127.54,3226185
2025-08-25,MSFT,Microsoft,Technology,131.75,136.1,136.42,130.93,1361048
2025-08-26,MSFT,Microsoft,Technology,136.1,135.3,137.55,133.26,2405003
2025-08-27,MSFT,Microsoft,Technology,135.3,132.24,137.59,130.31,9295255
2025-08-28,MSFT,Microsoft,Technology,132.24,136.84,137.62,130.16,7205402
2025-08-29,MSFT,Microsoft,Technology,136.84,140.07,143.79,136.21,2982433
2025-09-01,MSFT,Microsoft,Technology,140.07,136.02,142.02,134.28,2296478
2025-09-02,MSFT,Microsoft,Technology,136.02,135.61,137.54,135.07,5205755
2025-09-03,MSFT,Microsoft,Technology,135.61,133.5,136.99,132.43,5485970
2025-09-04,MSFT,Microsoft,Technology,133.5,134.65,138.65,131.31,8967238
2025-09-05,MSFT,Microsoft,Technology,134.65,135.44,138.4,131.7,3416688
2025-09-08,MSFT,Microsoft,Technology,135.44,134.0,136.96,132.74,8615840
2025-09-09,MSFT,Microsoft,Technology,134.0,134.07,138.05,133.75,8219980
2025-09-10,MSFT,Microsoft,Technology,134.07,136.52,140.23,132.0,1939655
2025-09-11,MSFT,Microsoft,Technology,136.52,139.95,142.66,135.0,2154877
2025-09-12,MSFT,Microsoft,Technology,139.95,136.18,143.03,132.17,2277516
2025-09-15,MSFT,Microsoft,Technology,136.18,133.55,139.2,132.31,5797131
2025-09-16,MSFT,Microsoft,Technology,133.55,137.16,137.86,131.21,1725457
2025-09-17,MSFT,Microsoft,Technology,137.16,133.55,138.22,130.09,5998389
2025-09-18,MSFT,Microsoft,Technology,133.55,133.95,134.85,133.28,5395154
2025-09-19,MSFT,Microsoft,Technology,133.95,135.55,136.21,133.4,1545545
2025-09-22,MSFT,Microsoft,Technology,135.55,134.89,136.79,134.15,4336257
2025-09-23,MSFT,Microsoft,Technology,134.89,139.95,140.25,133.04,5023376
2025-09-24,MSFT,Microsoft,Technology,139.95,137.66,140.41,136.2,3194550
2025-09-25,MSFT,Microsoft,Technology,137.66,136.92,137.91,134.3,3261246
2025-09-26,MSFT,Microsoft,Technology,136.92,140.36,142.94,134.86,9260712
2025-09-29,MSFT,Microsoft,Technology,140.36,139.14,143.68,135.37,1158757
2025-09-30,MSFT,Microsoft,Technology,139.14,138.22,139.43,136.32,2098079
2025-10-01,MSFT,Microsoft,Technology,138.22,138.83,141.1,134.89,7060782
2025-10-02,MSFT,Microsoft,Technology,138.83,139.21,140.19,135.7,9057424
2025-10-03,MSFT,Microsoft,Technology,139.21,140.89,145.11,137.19,2969678
2025-10-06,MSFT,Microsoft,Technology,140.89,140.99,145.15,138.04,1579882
2025-10-07,MSFT,Microsoft,Technology,140.99,139.65,143.14,135.86,9389173
2025-10-08,MSFT,Microsoft,Technology,139.65,146.2,149.23,135.61,3355422
2025-10-09,MSFT,Microsoft,Technology,146.2,141.84,148.9,141.26,5390260
2025-10-10,MSFT,Microsoft,Technology,141.84,141.88,142.64,138.61,8589918
2025-10-13,MSFT,Microsoft,Technology,141.88,138.45,141.9,134.49,3391812
2025-10-14,MSFT,Microsoft,Technology,138.45,137.02,138.77,135.24,1351015
2025-10-15,MSFT,Microsoft,Technology,137.02,141.3,143.95,135.5,7006210
2025-10-16,MSFT,Microsoft,Technology,141.3,140.49,144.34,137.46,2940118
2025-10-17,MSFT,Microsoft,Technology,140.49,143.02,144.41,137.23,9159173
2025-10-20,MSFT,Microsoft,Technology,143.02,144.21,144.59,140.52,3101921
2025-10-21,MSFT,Microsoft,Technology,144.21,141.79,145.01,138.55,5956121
2025-10-22,MSFT,Microsoft,Technology,141.79,139.69,145.82,137.73,2290649
2025-10-23,MSFT,Microsoft,Technology,139.69,145.1,148.67,139.16,2750549
2025-10-24,MSFT,Microsoft,Technology,145.1,151.67,152.27,144.76,7461036
2025-10-27,MSFT,Microsoft,Technology,151.67,155.18,157.06,147.27,1349590
2025-10-28,MSFT,Microsoft,Technology,155.18,152.11,155.38,149.51,4378296
2025-10-29,MSFT,Microsoft,Technology,152.11,147.58,154.8,146.36,7880596
2025-10-30,MSFT,Microsoft,Technology,147.58,148.88,152.18,143.58,4002595
2025-10-31,MSFT,Microsoft,Technology,148.88,150.14,154.01,146.39,3928720
2025-11-03,MSFT,Microsoft,Technology,150.14,147.18,151.41,145.91,4818694
2025-11-04,MSFT,Microsoft,Technology,147.18,146.01,148.71,144.88,6771013
2025-11-05,MSFT,Microsoft,Technology,146.01,146.72,150.78,143.69,8979268
2025-11-06,MSFT,Microsoft,Technology,146.72,154.58,157.36,143.26,5707660
2025-11-07,MSFT,Microsoft,Technology,154.58,149.02,157.79,147.47,1408412
2025-11-10,MSFT,Microsoft,Technology,149.02,148.64,149.62,144.36,6548037
2025-11-11,MSFT,Microsoft,Technology,148.64,154.21,154.46,144.76,7547006
2025-11-12,MSFT,Microsoft,Technology,154.21,157.21,158.95,153.95,3864355
2025-11-13,MSFT,Microsoft,Technology,157.21,153.76,161.09,150.91,6989226
2025-11-14,MSFT,Microsoft,Technology,153.76,150.16,153.98,147.65,1567849
2025-11-17,MSFT,Microsoft,Technology,150.16,150.29,150.56,147.72,3589410
2025-11-18,MSFT,Microsoft,Technology,150.29,151.12,151.83,150.03,7415101
2025-11-19,MSFT,Microsoft,Technology,151.12,150.29,151.18,147.91,7609548
2025-11-20,MSFT,Microsoft,Technology,150.29,148.91,151.8,147.75,2640464
2025-11-21,MSFT,Microsoft,Technology,148.91,150.24,152.97,145.28,1430404
2025-11-24,MSFT,Microsoft,Technology,150.24,147.99,152.24,145.93,1441475
2025-11-25,MSFT,Microsoft,Technology,147.99,145.41,151.69,144.37,1098742
2025-11-26,MSFT,Microsoft,Technology,145.41,144.01,147.96,141.4,2780304
2025-11-27,MSFT,Microsoft,Technology,144.01,151.12,154.26,142.63,2724669
2025-11-28,MSFT,Microsoft,Technology,151.12,146.21,152.72,144.53,4662705
2025-12-01,MSFT,Microsoft,Technology,146.21,151.97,153.14,142.77,3688002
2025-12-02,MSFT,Microsoft,Technology,151.97,146.77,152.56,145.67,8625832
2025-12-03,MSFT,Microsoft,Technology,146.77,146.76,148.68,145.3,7035597
2025-12-04,MSFT,Microsoft,Technology,146.76,141.67,148.95,139.95,7091284
2025-12-05,MSFT,Microsoft,Technology,141.67,140.72,143.99,137.59,2084217
2025-12-08,MSFT,Microsoft,Technology,140.72,144.31,145.41,139.12,4435959
2025-12-09,MSFT,Microsoft,Technology,144.31,143.85,147.41,141.93,3206818
2025-12-10,MSFT,Microsoft,Technology,143.85,143.3,146.85,141.34,2539475
2025-12-11,MSFT,Microsoft,Technology,143.3,145.78,146.73,139.8,5788350
2025-12-12,MSFT,Microsoft,Technology,145.78,149.01,152.29,143.99,8943354
2025-12-15,MSFT,Microsoft,Technology,149.01,147.52,152.26,146.76,8870199
2025-12-16,MSFT,Microsoft,Technology,147.52,141.46,147.79,138.35,2592627
2025-12-17,MSFT,Microsoft,Technology,141.46,145.28,145.89,137.32,9641097
2025-12-18,MSFT,Microsoft,Technology,145.28,146.41,146.93,144.94,9172076
2025-12-19,MSFT,Microsoft,Technology,146.41,148.83,150.34,142.35,9276782
2025-12-22,MSFT,Microsoft,Technology,148.83,150.46,151.26,144.73,4167944
2025-12-23,MSFT,Microsoft,Technology,150.46,148.24,150.87,145.83,1490713
2025-12-24,MSFT,Microsoft,Technology,148.24,142.6,149.16,138.89,5250661
2025-12-25,MSFT,Microsoft,Technology,142.6,141.83,144.25,140.72,9445189
2025-12-26,MSFT,Microsoft,Technology,141.83,141.14,143.83,140.7,2043487
2025-12-29,MSFT,Microsoft,Technology,141.14,135.95,142.09,135.41,7614476
2025-12-30,MSFT,Microsoft,Technology,135.95,136.53,138.65,132.86,7941038
2025-12-31,MSFT,Microsoft,Technology,136.53,140.93,141.18,134.51,5721976
2025-01-01,NVDA,NVIDIA,Technology,88.78,87.62,90.72,86.73,1993201
2025-01-02,NVDA,NVIDIA,Technology,87.62,86.48,89.83,84.26,5285269
2025-01-03,NVDA,NVIDIA,Technology,86.48,86.36,86.72,83.8,4600212
2025-01-06,NVDA,NVIDIA,Technology,86.36,87.17,88.67,83.89,7464116
2025-01-07,NVDA,NVIDIA,Technology,87.17,89.1,91.29,84.79,4736346
2025-01-08,NVDA,NVIDIA,Technology,89.1,94.52,96.53,87.17,5011996
2025-01-09,NVDA,NVIDIA,Technology,94.52,95.42,98.15,92.19,3166067
2025-01-10,NVDA,NVIDIA,Technology,95.42,94.97,95.58,93.96,7910404
2025-01-13,NVDA,NVIDIA,Technology,94.97,97.69,98.16,93.53,8283976
2025-01-14,NVDA,NVIDIA,Technology,97.69,96.77,99.99,95.81,1909563
2025-01-15,NVDA,NVIDIA,Technology,96.77,97.48,98.3,95.82,9862400
2025-01-16,NVDA,NVIDIA,Technology,97.48,99.7,100.48,97.4,4185306
2025-01-17,NVDA,NVIDIA,Technology,99.7,101.34,102.15,97.42,1061322
2025-01-20,NVDA,NVIDIA,Technology,101.34,101.96,103.06,99.08,6768540
2025-01-21,NVDA,NVIDIA,Technology,101.96,105.02,108.17,99.01,8070873
2025-01-22,NVDA,NVIDIA,Technology,105.02,101.68,106.94,99.87,2373162
2025-01-23,NVDA,NVIDIA,Technology,101.68,100.04,104.27,99.13,7768681
2025-01-24,NVDA,NVIDIA,Technology,100.04,99.0,101.31,98.38,5757260
2025-01-27,NVDA,NVIDIA,Technology,99.0,98.87,99.48,96.53,6572084
2025-01-28,NVDA,NVIDIA,Technology,98.87,100.16,101.14,97.49,4941753
2025-01-29,NVDA,NVIDIA,Technology,100.16,101.25,103.2,97.86,2720295
2025-01-30,NVDA,NVIDIA,Technology,101.25,104.17,107.22,98.74,9210078
2025-01-31,NVDA,NVIDIA,Technology,104.17,100.77,105.04,99.75,2888393
2025-02-03,NVDA,NVIDIA,Technology,100.77,99.61,102.5,97.24,3062168
2025-02-04,NVDA,NVIDIA,Technology,99.61,100.87,103.27,97.06,8802662
2025-02-05,NVDA,NVIDIA,Technology,100.87,98.46,102.86,97.23,1215558
2025-02-06,NVDA,NVIDIA,Technology,98.46,98.57,100.23,98.33,8908679
2025-02-07,NVDA,NVIDIA,Technology,98.57,96.2,99.12,95.92,9409636
2025-02-10,NVDA,NVIDIA,Technology,96.2,92.95,98.03,92.82,7680225
2025-02-11,NVDA,NVIDIA,Technology,92.95,92.5,95.62,91.85,8745917
2025-02-12,NVDA,NVIDIA,Technology,92.5,92.79,93.52,90.77,6101559
2025-02-13,NVDA,NVIDIA,Technology,92.79,90.28,93.4,88.51,1629836
2025-02-14,NVDA,NVIDIA,Technology,90.28,91.27,93.18,88.75,5421715
2025-02-17,NVDA,NVIDIA,Technology,91.27,92.6,94.06,90.14,4383598
2025-02-18,NVDA,NVIDIA,Technology,92.6,93.45,94.0,92.47,8859896
2025-02-19,NVDA,NVIDIA,Technology,93.45,91.25,95.74,89.12,6533053
2025-02-20,NVDA,NVIDIA,Technology,91.25,91.51,91.97,90.76,8753076
2025-02-21,NVDA,NVIDIA,Technology,91.51,90.6,93.91,88.08,1043360
2025-02-24,NVDA,NVIDIA,Technology,90.6,90.53,90.85,88.51,4943699
2025-02-25,NVDA,NVIDIA,Technology,90.53,89.86,91.48,88.82,6905278
2025-02-26,NVDA,NVIDIA,Technology,89.86,89.32,91.73,86.95,7739031
2025-02-27,NVDA,NVIDIA,Technology,89.32,84.85,89.41,84.19,7950279
2025-02-28,NVDA,NVIDIA,Technology,84.85,86.16,86.91,82.32,8664438
2025-03-03,NVDA,NVIDIA,Technology,86.16,85.6,88.47,84.94,9005613
2025-03-04,NVDA,NVIDIA,Technology,85.6,84.18,87.75,83.76,1969862
2025-03-05,NVDA,NVIDIA,Technology,84.18,84.46,85.57,81.77,6261928
2025-03-06,NVDA,NVIDIA,Technology,84.46,86.89,86.92,83.5,3615346
2025-03-07,NVDA,NVIDIA,Technology,86.89,86.39,89.2,85.76,2293132
2025-03-10,NVDA,NVIDIA,Technology,86.39,90.69,90.92,85.27,9252525
2025-03-11,NVDA,NVIDIA,Technology,90.69,91.81,93.46,88.88,4405144
2025-03-12,NVDA,NVIDIA,Technology,91.81,90.81,93.41,89.54,9207976
2025-03-13,NVDA,NVIDIA,Technology,90.81,89.06,90.94,86.7,1226613
2025-03-14,NVDA,NVIDIA,Technology,89.06,90.93,91.39,88.25,8607196
2025-03-17,NVDA,NVIDIA,Technology,90.93,91.85,94.57,90.44,2733230
2025-03-18,NVDA,NVIDIA,Technology,91.85,91.98,92.96,90.03,5382174
2025-03-19,NVDA,NVIDIA,Technology,91.98,93.14,93.18,91.16,1486573
2025-03-20,NVDA,NVIDIA,Technology,93.14,92.39,93.43,91.84,8756919
2025-03-21,NVDA,NVIDIA,Technology,92.39,90.51,94.8,88.35,3600557
2025-03-24,NVDA,NVIDIA,Technology,90.51,90.21,92.41,88.75,9753993
2025-03-25,NVDA,NVIDIA,Technology,90.21,89.01,92.58,88.46,1151941
2025-03-26,NVDA,NVIDIA,Technology,89.01,90.47,91.02,88.72,7163034
2025-03-27,NVDA,NVIDIA,Technology,90.47,92.51,94.08,90.1,1582471
2025-03-28,NVDA,NVIDIA,Technology,92.51,90.06,93.98,89.04,7122950
2025-03-31,NVDA,NVIDIA,Technology,90.06,87.57,90.68,86.69,7111174
2025-04-01,NVDA,NVIDIA,Technology,87.57,85.48,88.46,83.77,2516339
2025-04-02,NVDA,NVIDIA,Technology,85.48,86.78,88.19,84.45,2124780
2025-04-03,NVDA,NVIDIA,Technology,86.78,85.54,88.17,83.92,6121834
2025-04-04,NVDA,NVIDIA,Technology,85.54,85.19,86.14,83.59,9130853
2025-04-07,NVDA,NVIDIA,Technology,85.19,86.55,88.05,84.82,4564954
2025-04-08,NVDA,NVIDIA,Technology,86.55,90.42,92.32,86.32,8500378
2025-04-09,NVDA,NVIDIA,Technology,90.42,90.5,90.63,89.75,5625161
2025-04-10,NVDA,NVIDIA,Technology,90.5,88.61,92.23,87.65,5402730
2025-04-11,NVDA,NVIDIA,Technology,88.61,90.83,91.67,88.35,9068878
2025-04-14,NVDA,NVIDIA,Technology,90.83,91.24,93.53,90.52,5692844
2025-04-15,NVDA,NVIDIA,Technology,91.24,93.38,93.56,89.48,4174357
2025-04-16,NVDA,NVIDIA,Technology,93.38,87.53,94.38,85.37,7229909
2025-04-17,NVDA,NVIDIA,Technology,87.53,87.22,88.15,86.34,9762294
2025-04-18,NVDA,NVIDIA,Technology,87.22,86.7,87.26,85.06,7775544
2025-04-21,NVDA,NVIDIA,Technology,86.7,90.21,92.7,84.11,5790125
2025-04-22,NVDA,NVIDIA,Technology,90.21,90.91,92.78,89.34,9385340
2025-04-23,NVDA,NVIDIA,Technology,90.91,89.07,91.78,88.83,8405247
2025-04-24,NVDA,NVIDIA,Technology,89.07,89.24,91.32,87.98,8226291
2025-04-25,NVDA,NVIDIA,Technology,89.24,88.49,89.33,86.21,9270083
2025-04-28,NVDA,NVIDIA,Technology,88.49,87.93,89.47,87.93,2569003
2025-04-29,NVDA,NVIDIA,Technology,87.93,90.76,91.35,85.48,1559047
2025-04-30,NVDA,NVIDIA,Technology,90.76,91.57,92.33,88.05,8620962
2025-05-01,NVDA,NVIDIA,Technology,91.57,89.84,94.06,88.06,4684174
2025-05-02,NVDA,NVIDIA,Technology,89.84,89.65,92.08,89.32,6320034
2025-05-05,NVDA,NVIDIA,Technology,89.65,88.36,92.06,86.18,5404918
2025-05-06,NVDA,NVIDIA,Technology,88.36,86.64,89.49,85.35,3305058
2025-05-07,NVDA,NVIDIA,Technology,86.64,85.66,86.75,83.83,1142595
2025-05-08,NVDA,NVIDIA,Technology,85.66,86.93,87.92,85.18,1609649
2025-05-09,NVDA,NVIDIA,Technology,86.93,88.55,88.59,86.54,9618393
2025-05-12,NVDA,NVIDIA,Technology,88.55,85.3,89.0,83.02,7652277
2025-05-13,NVDA,NVIDIA,Technology,85.3,83.28,85.61,81.09,1029681
2025-05-14,NVDA,NVIDIA,Technology,83.28,83.16,85.78,82.18,3136677
2025-05-15,NVDA,NVIDIA,Technology,83.16,83.47,84.76,82.19,7471285
2025-05-16,NVDA,NVIDIA,Technology,83.47,82.73,85.46,80.52,4196145
2025-05-19,NVDA,NVIDIA,Technology,82.73,81.78,83.31,80.48,3621223
2025-05-20,NVDA,NVIDIA,Technology,81.78,78.88,83.15,78.65,8307920
2025-05-21,NVDA,NVIDIA,Technology,78.88,79.5,80.27,76.63,3828271
2025-05-22,NVDA,NVIDIA,Technology,79.5,77.98,81.17,76.38,3992961
2025-05-23,NVDA,NVIDIA,Technology,77.98,78.95,79.75,76.59,3408904
2025-05-26,NVDA,NVIDIA,Technology,78.95,80.72,82.6,76.67,3303499
2025-05-27,NVDA,NVIDIA,Technology,80.72,82.17,83.28,78.57,7899786
2025-05-28,NVDA,NVIDIA,Technology,82.17,81.3,83.6,80.3,9767840
2025-05-29,NVDA,NVIDIA,Technology,81.3,80.14,83.61,78.47,6485958
2025-05-30,NVDA,NVIDIA,Technology,80.14,77.44,80.17,76.74,1504866
2025-06-02,NVDA,NVIDIA,Technology,77.44,80.3,82.33,77.29,7552779
2025-06-03,NVDA,NVIDIA,Technology,80.3,80.2,81.38,79.0,7198964
2025-06-04,NVDA,NVIDIA,Technology,80.2,78.36,80.95,77.22,2541125
2025-06-05,NVDA,NVIDIA,Technology,78.36,80.69,82.99,78.25,7809036
2025-06-06,NVDA,NVIDIA,Technology,80.69,77.34,82.0,77.29,6520440
2025-06-09,NVDA,NVIDIA,Technology,77.34,78.48,79.45,75.76,3805451
2025-06-10,NVDA,NVIDIA,Technology,78.48,78.76,80.36,78.17,4866229
2025-06-11,NVDA,NVIDIA,Technology,78.76,78.94,80.56,76.8,5403328
2025-06-12,NVDA,NVIDIA,Technology,78.94,78.76,79.18,78.64,6794563
2025-06-13,NVDA,NVIDIA,Technology,78.76,77.98,80.38,77.3,7728865
2025-06-16,NVDA,NVIDIA,Technology,77.98,76.46,79.92,75.21,9386204
2025-06-17,NVDA,NVIDIA,Technology,76.46,77.96,78.43,74.25,5779988
2025-06-18,NVDA,NVIDIA,Technology,77.96,79.66,81.31,77.48,7984394
2025-06-19,NVDA,NVIDIA,Technology,79.66,79.83,81.42,78.64,4609251
2025-06-20,NVDA,NVIDIA,Technology,79.83,77.76,81.43,75.91,4992672
2025-06-23,NVDA,NVIDIA,Technology,77.76,76.9,79.22,76.5,1062201
2025-06-24,NVDA,NVIDIA,Technology,76.9,77.24,78.67,75.43,6217888
2025-06-25,NVDA,NVIDIA,Technology,77.24,77.08,77.69,76.26,7121357
2025-06-26,NVDA,NVIDIA,Technology,77.08,77.62,79.51,75.5,1415938
2025-06-27,NVDA,NVIDIA,Technology,77.62,79.86,81.39,77.49,8903673
2025-06-30,NVDA,NVIDIA,Technology,79.86,80.7,82.76,79.31,3717527
2025-07-01,NVDA,NVIDIA,Technology,80.7,81.5,83.84,78.35,7345316
2025-07-02,NVDA,NVIDIA,Technology,81.5,86.15,88.03,79.13,6178579
2025-07-03,NVDA,NVIDIA,Technology,86.15,86.62,88.91,84.49,2146464
2025-07-04,NVDA,NVIDIA,Technology,86.62,85.59,89.0,84.1,7311865
2025-07-07,NVDA,NVIDIA,Technology,85.59,86.9,88.38,83.07,4587337
2025-07-08,NVDA,NVIDIA,Technology,86.9,86.73,88.49,86.66,6635456
2025-07-09,NVDA,NVIDIA,Technology,86.73,87.97,90.24,84.75,6755120
2025-07-10,NVDA,NVIDIA,Technology,87.97,86.16,90.2,85.59,2449004
2025-07-11,NVDA,NVIDIA,Technology,86.16,87.26,89.32,85.23,3496101
2025-07-14,NVDA,NVIDIA,Technology,87.26,86.9,88.79,86.22,8101474
2025-07-15,NVDA,NVIDIA,Technology,86.9,87.29,88.07,86.1,3277985
2025-07-16,NVDA,NVIDIA,Technology,87.29,83.65,88.09,82.61,8830425
2025-07-17,NVDA,NVIDIA,Technology,83.65,84.67,86.11,82.18,7610883
2025-07-18,NVDA,NVIDIA,Technology,84.67,86.29,88.38,82.89,2829986
2025-07-21,NVDA,NVIDIA,Technology,86.29,86.52,87.45,86.21,7496232
2025-07-22,NVDA,NVIDIA,Technology,86.52,85.65,87.12,84.49,2427758
2025-07-23,NVDA,NVIDIA,Technology,85.65,82.31,86.46,81.61,5919819
2025-07-24,NVDA,NVIDIA,Technology,82.31,83.22,83.92,82.13,5263228
2025-07-25,NVDA,NVIDIA,Technology,83.22,85.27,86.34,81.37,8368551
2025-07-28,NVDA,NVIDIA,Technology,85.27,83.65,87.83,81.31,6136355
2025-07-29,NVDA,NVIDIA,Technology,83.65,83.12,84.59,82.73,6047938
2025-07-30,NVDA,NVIDIA,Technology,83.12,84.37,84.78,81.55,4810038
