transaction_id,user_id,product_id,amount,transaction_type,date
1674,1571,MSFT,73240.58,BUY,2025-01-13
1675,1990,QQQ,58751.35,SELL,2025-11-05
1676,1576,TSLA,76444.87,BUY,2025-04-21
1677,1803,AAPL,17966.63,BUY,2025-03-26
1678,1991,QQQ,19058.5,BUY,2025-07-22
1679,1506,AAPL,25564.4,BUY,2025-08-29
1680,1089,QQQ,26800.88,SELL,2025-04-08
1681,1376,TSLA,30088.78,BUY,2025-02-28
1682,1368,NVDA,24892.31,SELL,2025-01-01
1683,1236,TSLA,86265.56,SELL,2025-11-17
1684,1513,QQQ,12856.84,SELL,2025-03-13
1685,1932,TSLA,23945.77,BUY,2025-07-06
1686,1274,MSFT,30080.73,SELL,2025-05-26
1687,1499,MSFT,48216.99,SELL,2025-09-02
1688,1909,QQQ,98898.99,SELL,2025-04-20
1689,1670,AAPL,90478.24,BUY,2025-07-01
1690,1001,SPY,62024.71,SELL,2025-06-12
1691,1451,QQQ,47403.49,SELL,2025-12-30
1692,1392,QQQ,52850.54,BUY,2025-09-01
1693,1195,QQQ,86848.04,SELL,2025-03-02
1694,1063,MSFT,31008.2,BUY,2025-05-01
1695,1663,MSFT,97448.01,SELL,2025-04-07
1696,1168,AAPL,37244.59,SELL,2025-01-06
1697,1749,SPY,79567.07,BUY,2025-01-30
1698,1127,AAPL,70633.5,BUY,2025-02-03
1699,1698,TSLA,79088.87,SELL,2025-08-15
1700,1544,NVDA,36351.3,SELL,2025-08-18
1701,1030,SPY,60746.82,SELL,2025-05-16
1702,1762,MSFT,81679.37,SELL,2025-01-28
1703,1692,NVDA,77706.95,BUY,2025-04-16
1704,1643,AAPL,99436.09,SELL,2025-04-13
1705,1096,TSLA,11248.19,SELL,2025-08-18
1706,1963,NVDA,47082.12,SELL,2025-01-02
1707,1289,NVDA,46846.18,BUY,2025-11-21
1708,1983,AAPL,45188.78,BUY,2025-09-30
1709,1469,AAPL,93832.51,SELL,2025-12-15
1710,1575,MSFT,48405.25,SELL,2025-11-15
1711,1513,TSLA,44037.07,SELL,2025-01-14
1712,1953,TSLA,82755.25,SELL,2025-06-04
1713,1656,SPY,53629.37,BUY,2025-06-06
1714,1998,TSLA,44784.65,BUY,2025-01-19
1715,1073,SPY,58702.52,SELL,2025-01-30
1716,1632,NVDA,84026.41,SELL,2025-06-14
1717,1367,AAPL,35057.75,BUY,2025-05-20
1718,1982,NVDA,7967.07,SELL,2025-06-23
1719,1293,TSLA,86523.63,SELL,2025-12-24
1720,1098,QQQ,72159.78,SELL,2025-08-26
1721,1429,NVDA,10864.95,BUY,2025-12-13
1722,1004,TSLA,41487.42,BUY,2025-12-31
1723,1611,TSLA,78985.87,SELL,2025-10-05
1724,1734,SPY,21722.01,BUY,2025-11-12
1725,1174,TSLA,92671.41,SELL,2025-10-10
1726,1968,SPY,47733.91,BUY,2025-06-10
1727,1518,SPY,32464.86,SELL,2025-02-16
1728,1842,MSFT,55820.01,SELL,2025-12-05
1729,1973,QQQ,66700.65,SELL,2025-01-05
1730,1350,TSLA,66742.17,SELL,2025-09-29
1731,1357,TSLA,72831.19,BUY,2025-04-24
1732,1843,SPY,84589.8,BUY,2025-03-21
1733,1573,SPY,53865.25,SELL,2025-02-06
1734,1509,AAPL,59801.35,BUY,2025-06-30
1735,1735,QQQ,2510.82,SELL,2025-07-05
1736,1767,SPY,26253.41,SELL,2025-04-09
1737,1482,TSLA,47526.77,SELL,2025-07-29
1738,1611,MSFT,16128.26,BUY,2025-12-20
1739,1628,SPY,52515.8,SELL,2025-07-09
1740,1551,QQQ,78662.97,SELL,2025-07-17
1741,1054,AAPL,58387.43,BUY,2025-12-09
1742,1316,AAPL,11801.66,SELL,2025-05-12
1743,1258,AAPL,89910.27,BUY,2025-06-15
1744,1959,MSFT,96878.09,SELL,2025-01-06
1745,1197,SPY,78724.43,SELL,2025-01-16
1746,1584,QQQ,65969.91,BUY,2025-06-11
1747,1791,TSLA,15735.34,SELL,2025-02-10
1748,1787,NVDA,73967.97,BUY,2025-01-16
1749,1404,SPY,10738.95,BUY,2025-02-17
1750,1706,SPY,44083.5,BUY,2025-10-25
1751,1897,SPY,84284.75,SELL,2025-04-07
1752,1286,MSFT,77660.38,SELL,2025-02-25
1753,1335,QQQ,69490.5,SELL,2025-01-22
1754,1889,MSFT,46971.76,SELL,2025-07-24
1755,1407,MSFT,34513.3,BUY,2025-04-22
1756,1898,SPY,36115.89,BUY,2025-08-03
1757,1722,QQQ,48772.36,SELL,2025-12-01
1758,1457,AAPL,76617.39,BUY,2025-11-30
1759,1282,MSFT,1550.9,BUY,2025-12-12
1760,1488,AAPL,37268.62,BUY,2025-02-23
1761,1676,SPY,39613.36,SELL,2025-08-02
1762,1043,QQQ,59894.24,SELL,2025-09-28
1763,1924,MSFT,35832.24,SELL,2025-06-23
1764,1472,AAPL,33106.2,SELL,2025-05-17
1765,1395,SPY,27392.28,BUY,2025-12-08
1766,1333,TSLA,56952.92,BUY,2025-03-24
1767,1410,SPY,17714.83,BUY,2025-04-29
1768,1052,NVDA,13610.76,SELL,2025-09-20
1769,1378,TSLA,26384.3,SELL,2025-05-15
1770,1261,QQQ,17746.34,SELL,2025-12-16
1771,1251,AAPL,94756.67,SELL,2025-04-03
1772,1021,AAPL,47191.69,BUY,2025-04-07
1773,1242,TSLA,67369.46,BUY,2025-03-20
1774,1065,MSFT,57452.54,BUY,2025-11-27
1775,1294,QQQ,23281.59,BUY,2025-10-19
1776,1025,MSFT,35072.23,SELL,2025-09-29
1777,1051,TSLA,21463.03,SELL,2025-07-20
1778,1256,TSLA,90201.28,SELL,2025-12-04
1779,1464,QQQ,46262.84,BUY,2025-03-16
1780,1664,MSFT,43083.64,SELL,2025-10-01
1781,1243,AAPL,95430.77,SELL,2025-08-21
1782,1769,MSFT,38403.8,SELL,2025-06-11
1783,1119,AAPL,1685.37,BUY,2025-05-05
1784,1553,SPY,4544.98,BUY,2025-08-20
1785,1765,SPY,61192.19,SELL,2025-12-24
1786,1801,NVDA,35215.24,BUY,2025-08-30
1787,1058,SPY,11963.78,SELL,2025-10-13
1788,1560,TSLA,52846.91,SELL,2025-06-30
1789,1131,TSLA,69876.86,BUY,2025-03-15
1790,1731,QQQ,50668.0,BUY,2025-11-20
1791,1046,AAPL,74699.44,SELL,2025-06-21
1792,1030,AAPL,36124.6,SELL,2025-04-13
1793,1337,TSLA,99613.71,BUY,2025-07-23
1794,1284,SPY,26458.56,SELL,2025-05-07
1795,1744,QQQ,87935.4,BUY,2025-10-22
1796,1468,AAPL,19495.68,BUY,2025-08-13
1797,1754,AAPL,71911.39,BUY,2025-04-16
1798,1615,AAPL,91730.75,SELL,2025-02-15
1799,1069,AAPL,79300.42,BUY,2025-02-10
1800,1012,SPY,12422.31,BUY,2025-08-30
1801,1540,QQQ,60621.85,BUY,2025-11-17
1802,1611,MSFT,74152.14,SELL,2025-09-24
1803,1364,TSLA,76115.78,BUY,2025-07-28
1804,1943,MSFT,53164.45,BUY,2025-01-10
1805,1317,MSFT,2066.97,SELL,2025-01-19
1806,1266,QQQ,10957.92,SELL,2025-11-24
1807,1076,QQQ,73093.66,BUY,2025-12-03
1808,1096,NVDA,2263.34,SELL,2025-10-12
1809,1182,AAPL,71008.58,BUY,2025-07-09
1810,1267,SPY,92520.91,SELL,2025-09-07
1811,1233,TSLA,28742.65,SELL,2025-05-08
1812,1554,TSLA,75938.83,SELL,2025-09-12
1813,1426,AAPL,66219.96,BUY,2025-09-15
1814,1058,TSLA,75218.49,SELL,2025-08-26
1815,1603,SPY,53912.46,BUY,2025-12-28
1816,1152,AAPL,96543.86,SELL,2025-11-27
1817,1149,SPY,77898.11,SELL,2025-07-03
1818,1859,AAPL,55020.71,SELL,2025-07-08
1819,1667,NVDA,76099.12,BUY,2025-04-19
1820,1541,AAPL,16292.85,SELL,2025-01-21
1821,1430,NVDA,67095.49,BUY,2025-10-07
1822,1277,TSLA,66944.03,SELL,2025-05-14
1823,1201,NVDA,40497.0,BUY,2025-04-15
1824,1656,SPY,49594.24,SELL,2025-06-26
1825,1570,TSLA,18798.02,SELL,2025-05-19
1826,1724,QQQ,7859.24,BUY,2025-10-02
1827,1078,QQQ,12332.25,BUY,2025-06-23
1828,1536,SPY,10790.76,BUY,2025-08-17
1829,1261,QQQ,64213.42,SELL,2025-10-30
1830,1100,MSFT,19024.12,BUY,2025-04-11
1831,1635,AAPL,80514.83,BUY,2025-12-07
1832,1125,QQQ,69920.81,BUY,2025-12-25
1833,1928,AAPL,95399.71,BUY,2025-02-12
1834,1604,MSFT,96401.51,BUY,2025-10-18
1835,1105,NVDA,14419.55,BUY,2025-04-24
1836,1676,NVDA,1875.24,SELL,2025-12-11
1837,1556,QQQ,78469.14,SELL,2025-01-23
1838,1917,SPY,94464.53,BUY,2025-01-26
1839,1927,TSLA,97479.18,BUY,2025-09-11
1840,1481,AAPL,25841.35,BUY,2025-02-12
1841,1654,SPY,49334.14,SELL,2025-04-30
1842,1589,TSLA,47124.61,BUY,2025-03-29
1843,1752,AAPL,94666.36,BUY,2025-03-29
1844,1083,NVDA,82734.94,SELL,2025-04-26
1845,1525,NVDA,75504.39,SELL,2025-03-04
1846,1065,AAPL,9344.78,SELL,2025-04-07
1847,1067,AAPL,36036.66,BUY,2025-04-18
1848,1435,QQQ,60045.92,SELL,2025-01-19
1849,1043,SPY,41709.85,SELL,2025-12-19
1850,1079,QQQ,98748.93,SELL,2025-12-07
1851,1826,AAPL,81972.35,SELL,2025-12-17
1852,1310,MSFT,4447.74,SELL,2025-08-13
1853,1305,SPY,90081.61,BUY,2025-10-10
1854,1667,TSLA,74191.06,SELL,2025-09-22
1855,1125,TSLA,76657.58,SELL,2025-08-05
1856,1342,MSFT,15677.73,SELL,2025-06-16
1857,1238,NVDA,74329.48,BUY,2025-02-10
1858,1164,MSFT,38558.72,SELL,2025-05-13
1859,1091,NVDA,31078.08,BUY,2025-08-12
1860,1180,MSFT,80087.81,BUY,2025-05-07
1861,1140,QQQ,18059.68,BUY,2025-10-29
1862,1668,NVDA,98742.02,SELL,2025-07-14
1863,1112,TSLA,3381.22,BUY,2025-01-06
1864,1776,AAPL,1839.53,SELL,2025-10-31
1865,1695,SPY,29822.69,BUY,2025-03-14
1866,1930,AAPL,47109.71,SELL,2025-09-12
1867,1445,NVDA,91127.7,BUY,2025-02-21
1868,1312,TSLA,1823.08,BUY,2025-02-07
1869,1602,TSLA,15266.51,SELL,2025-03-17
1870,1058,QQQ,33190.01,SELL,2025-11-14
1871,1274,TSLA,95902.93,SELL,2025-11-21
1872,1744,SPY,14622.49,BUY,2025-05-05
1873,1900,SPY,4033.64,BUY,2025-05-03
1874,1107,QQQ,68185.01,SELL,2025-02-06
1875,1343,QQQ,85063.78,BUY,2025-12-01
1876,1657,TSLA,40150.02,BUY,2025-10-13
1877,1894,MSFT,68069.41,BUY,2025-03-13
1878,1722,TSLA,93578.67,BUY,2025-06-13
1879,1783,TSLA,47723.05,BUY,2025-02-08
1880,1208,AAPL,70069.42,SELL,2025-04-23
1881,1336,AAPL,44443.41,SELL,2025-03-23
1882,1169,AAPL,71750.76,BUY,2025-12-01
1883,1208,NVDA,78497.03,BUY,2025-09-19
1884,1030,MSFT,48765.32,SELL,2025-06-27
1885,1043,AAPL,89784.91,SELL,2025-06-23
1886,1011,NVDA,96902.63,BUY,2025-07-03
1887,1784,QQQ,45122.92,SELL,2025-08-07
1888,1392,NVDA,79162.35,BUY,2025-03-07
1889,1291,MSFT,11811.15,BUY,2025-08-24
1890,1518,NVDA,13298.38,BUY,2025-05-16
1891,1146,MSFT,34984.18,SELL,2025-06-27
1892,1221,AAPL,68202.1,SELL,2025-08-15
1893,1074,AAPL,3951.01,BUY,2025-12-31
1894,1600,SPY,50820.99,SELL,2025-04-03
1895,1644,MSFT,29287.67,SELL,2025-04-17
1896,1001,AAPL,28057.95,BUY,2025-11-04
1897,1740,SPY,63520.47,BUY,2025-02-16
1898,1406,QQQ,69532.46,BUY,2025-12-09
1899,1669,NVDA,80246.05,BUY,2025-04-04
1900,1078,AAPL,50019.71,SELL,2025-08-24
1901,1075,SPY,30784.33,BUY,2025-10-07
1902,1548,MSFT,62856.68,BUY,2025-08-26
1903,1029,AAPL,47794.97,BUY,2025-11-09
1904,1999,SPY,86623.12,BUY,2025-09-07
1905,1253,TSLA,43976.35,BUY,2025-07-03
1906,1555,AAPL,33107.04,BUY,2025-12-29
1907,1707,NVDA,6466.74,BUY,2025-09-29
1908,1216,TSLA,57300.74,BUY,2025-01-20
1909,1262,TSLA,17013.93,SELL,2025-03-02
1910,1915,QQQ,24527.81,BUY,2025-03-15
1911,1029,TSLA,55653.79,BUY,2025-10-15
1912,1685,SPY,41191.35,SELL,2025-09-14
1913,1598,NVDA,18281.76,SELL,2025-11-12
1914,1104,QQQ,77990.37,BUY,2025-07-14
1915,1964,QQQ,39981.53,SELL,2025-10-01
1916,1230,QQQ,72218.16,BUY,2025-02-03
1917,1591,AAPL,18040.43,BUY,2025-07-26
1918,1408,TSLA,6947.47,SELL,2025-07-07
1919,1993,NVDA,78024.86,BUY,2025-04-13
1920,1742,AAPL,21116.48,BUY,2025-10-15
1921,1417,SPY,62273.21,BUY,2025-06-12
1922,1780,SPY,49718.61,SELL,2025-03-04
1923,1209,AAPL,97408.54,BUY,2025-05-12
1924,1883,MSFT,68510.59,SELL,2025-07-01
1925,1796,AAPL,12915.87,BUY,2025-01-03
1926,1425,QQQ,26052.52,SELL,2025-01-14
1927,1832,AAPL,52335.0,SELL,2025-05-06
1928,1104,MSFT,24919.06,BUY,2025-04-12
1929,1623,SPY,28280.02,SELL,2025-12-12
1930,1794,TSLA,17202.19,BUY,2025-06-04
1931,1083,SPY,3946.51,BUY,2025-10-18
1932,1081,AAPL,37491.59,BUY,2025-10-18
1933,1187,MSFT,13084.67,SELL,2025-05-16
1934,1355,MSFT,79271.9,BUY,2025-04-06
1935,1340,AAPL,54017.43,SELL,2025-07-31
1936,1087,TSLA,72202.61,SELL,2025-07-09
1937,1165,AAPL,52312.49,SELL,2025-02-16
1938,1472,QQQ,28255.51,BUY,2025-05-18
1939,1838,SPY,35372.5,SELL,2025-07-12
1940,1959,NVDA,77719.67,BUY,2025-09-24
1941,1929,MSFT,73552.68,SELL,2025-03-22
1942,1685,SPY,88419.62,BUY,2025-05-19
1943,1428,SPY,69075.53,SELL,2025-07-10
1944,1787,TSLA,87430.12,SELL,2025-02-27
1945,1457,TSLA,41972.86,BUY,2025-07-24
1946,1500,NVDA,31887.28,BUY,2025-05-13
1947,1924,MSFT,96517.36,SELL,2025-01-31
1948,1714,AAPL,44297.0,SELL,2025-01-25
1949,1274,AAPL,53900.51,SELL,2025-12-16
1950,1526,SPY,67140.72,SELL,2025-12-20
1951,1402,SPY,49834.09,BUY,2025-03-18
1952,1491,NVDA,98291.57,BUY,2025-08-05
1953,1596,AAPL,59004.74,BUY,2025-01-27
1954,1116,TSLA,30656.46,SELL,2025-03-17
1955,1788,NVDA,51356.78,SELL,2025-08-25
1956,1166,QQQ,99511.51,BUY,2025-01-08
1957,1728,NVDA,31617.7,BUY,2025-09-14
1958,1591,QQQ,41640.04,SELL,2025-05-17
1959,1748,AAPL,51133.54,SELL,2025-05-13
1960,1873,AAPL,68220.38,SELL,2025-05-21
1961,1920,AAPL,27510.92,BUY,2025-08-23
1962,1584,MSFT,58342.14,BUY,2025-03-26
1963,1964,TSLA,41743.89,BUY,2025-01-25
1964,1521,TSLA,51001.94,BUY,2025-02-01
1965,1766,QQQ,9022.52,BUY,2025-08-08
1966,1556,MSFT,28320.73,SELL,2025-01-30
1967,1732,TSLA,95561.22,SELL,2025-05-22
1968,1921,MSFT,63344.52,BUY,2025-03-27
1969,1111,MSFT,13385.69,SELL,2025-10-30
1970,1587,QQQ,7553.41,SELL,2025-04-27
1971,1783,SPY,47725.62,BUY,2025-09-16
1972,1251,QQQ,66247.73,SELL,2025-11-09
1973,1045,QQQ,56649.66,SELL,2025-11-11
1974,1491,SPY,52325.16,BUY,2025-08-19
1975,1792,NVDA,88566.95,BUY,2025-06-14
1976,1015,TSLA,51077.13,SELL,2025-04-07
1977,1986,SPY,51433.76,SELL,2025-05-16
1978,1612,SPY,15972.92,SELL,2025-09-19
1979,1426,NVDA,81904.9,BUY,2025-04-09
1980,1083,TSLA,83764.57,SELL,2025-12-14
1981,1146,SPY,76570.71,SELL,2025-01-13
1982,1216,NVDA,11515.05,BUY,2025-03-06
1983,1110,QQQ,47537.27,SELL,2025-07-26
1984,1666,MSFT,54677.81,SELL,2025-11-18
1985,1439,AAPL,56966.68,BUY,2025-06-28
1986,1462,MSFT,13446.77,SELL,2025-01-10
1987,1426,TSLA,77216.26,SELL,2025-03-11
1988,1243,NVDA,41596.86,BUY,2025-01-23
1989,1359,TSLA,74537.07,BUY,2025-11-23
1990,1127,MSFT,48215.64,BUY,2025-08-06
1991,1109,NVDA,51587.99,SELL,2025-04-25
1992,1525,TSLA,64469.79,SELL,2025-03-12
1993,1372,NVDA,83690.8,SELL,2025-08-09
1994,1823,TSLA,25381.79,BUY,2025-07-30
1995,1027,NVDA,80252.0,BUY,2025-03-14
1996,1448,AAPL,1180.64,SELL,2025-03-21
1997,1146,NVDA,48682.74,SELL,2025-02-06
1998,1752,MSFT,28252.4,BUY,2025-09-19
1999,1686,QQQ,16441.81,BUY,2025-07-07
2000,1527,MSFT,36554.87,BUY,2025-09-18
2001,1638,AAPL,7613.81,BUY,2025-08-07
2002,1505,AAPL,97517.48,SELL,2025-10-15
2003,1948,TSLA,57367.94,BUY,2025-10-31
2004,1073,TSLA,4932.6,SELL,2025-12-06
2005,1659,NVDA,72784.58,BUY,2025-03-31
2006,1856,TSLA,53951.65,BUY,2025-02-20
2007,1248,AAPL,53970.67,SELL,2025-04-10
2008,1520,NVDA,20743.66,SELL,2025-01-04
2009,1418,SPY,98649.16,SELL,2025-01-15
2010,1592,QQQ,18093.6,SELL,2025-04-10
2011,1348,NVDA,99251.04,SELL,2025-02-17
2012,1317,TSLA,64854.38,SELL,2025-02-07
2013,1778,SPY,90596.12,BUY,2025-07-31
2014,1482,QQQ,43424.34,SELL,2025-03-10
2015,1265,QQQ,7144.25,BUY,2025-05-26
2016,1962,MSFT,68521.11,BUY,2025-02-25
2017,1669,SPY,90210.91,SELL,2025-03-01
2018,1029,TSLA,14783.91,SELL,2025-12-19
2019,1992,AAPL,28924.78,BUY,2025-11-26
2020,1808,AAPL,10115.59,SELL,2025-04-06
2021,1148,MSFT,4467.32,SELL,2025-03-30
2022,1298,MSFT,50300.32,BUY,2025-04-10
2023,1243,MSFT,82585.62,BUY,2025-11-27
2024,1328,QQQ,69968.08,BUY,2025-05-13
2025,1795,QQQ,83886.02,BUY,2025-03-18
2026,1964,AAPL,88840.29,BUY,2025-03-21
2027,1255,AAPL,13849.72,SELL,2025-08-14
2028,1252,QQQ,82474.43,BUY,2025-01-06
2029,1557,SPY,99225.54,SELL,2025-12-06
2030,1901,NVDA,79357.88,SELL,2025-10-22
2031,1000,SPY,58481.23,BUY,2025-08-06
2032,1626,SPY,92071.01,BUY,2025-09-15
2033,1413,QQQ,56518.22,SELL,2025-06-02
2034,1611,MSFT,61204.52,BUY,2025-09-29
2035,1351,AAPL,62183.67,SELL,2025-09-16
2036,1248,MSFT,1949.38,BUY,2025-07-29
2037,1785,AAPL,55183.12,BUY,2025-12-10
2038,1296,MSFT,84021.04,SELL,2025-05-22
2039,1341,SPY,89422.84,SELL,2025-07-15
2040,1791,TSLA,20659.24,BUY,2025-08-04
2041,1678,NVDA,82162.92,BUY,2025-10-04
2042,1855,NVDA,78749.96,SELL,2025-07-05
2043,1859,TSLA,81685.33,BUY,2025-11-16
2044,1861,SPY,15619.16,SELL,2025-07-05
2045,1954,NVDA,57909.5,BUY,2025-03-24
2046,1302,MSFT,95055.14,SELL,2025-07-17
2047,1881,TSLA,57717.67,BUY,2025-03-07
2048,1157,MSFT,16565.23,SELL,2025-10-05
2049,1348,SPY,23618.16,SELL,2025-06-03
2050,1480,QQQ,9508.73,BUY,2025-02-09
2051,1393,TSLA,68669.64,BUY,2025-05-05
2052,1049,QQQ,16986.35,BUY,2025-12-08
2053,1900,NVDA,57124.1,BUY,2025-07-27
2054,1410,SPY,97935.31,BUY,2025-10-11
2055,1931,TSLA,27329.52,SELL,2025-03-19
2056,1652,AAPL,90979.18,BUY,2025-07-01
2057,1813,TSLA,96108.02,SELL,2025-06-06
2058,1591,AAPL,76743.36,BUY,2025-07-05
2059,1629,MSFT,45966.32,SELL,2025-02-07
2060,1454,AAPL,92287.99,BUY,2025-10-22
2061,1024,NVDA,17209.11,BUY,2025-08-14
2062,1730,MSFT,41988.37,BUY,2025-05-19
2063,1120,SPY,96353.19,SELL,2025-04-13
2064,1087,MSFT,24622.16,SELL,2025-10-15
2065,1023,MSFT,96297.28,BUY,2025-01-12
2066,1177,NVDA,91332.21,BUY,2025-11-07
2067,1341,SPY,58356.04,SELL,2025-08-02
2068,1542,QQQ,6942.27,BUY,2025-06-29
2069,1397,QQQ,21641.72,BUY,2025-10-23
2070,1186,SPY,97584.04,BUY,2025-10-05
2071,1584,AAPL,52298.07,SELL,2025-05-27
2072,1568,AAPL,88630.51,SELL,2025-03-15
2073,1069,MSFT,1993.72,BUY,2025-12-05
2074,1361,AAPL,8606.03,SELL,2025-01-31
2075,1415,TSLA,44176.41,SELL,2025-10-02
2076,1661,QQQ,52602.21,SELL,2025-09-13
2077,1252,TSLA,29391.07,SELL,2025-05-16
2078,1844,QQQ,33066.92,BUY,2025-01-02
2079,1476,SPY,98790.58,SELL,2025-02-23
2080,1080,SPY,26658.9,BUY,2025-05-20
2081,1732,TSLA,45252.69,SELL,2025-10-19
2082,1038,SPY,50324.8,BUY,2025-03-21
2083,1785,QQQ,95362.42,SELL,2025-08-10
2084,1082,NVDA,19182.35,BUY,2025-09-24
2085,1929,MSFT,53441.61,SELL,2025-02-11
2086,1921,NVDA,87397.94,BUY,2025-05-19
2087,1776,NVDA,69549.81,BUY,2025-01-25
2088,1119,MSFT,44073.4,BUY,2025-08-26
2089,1389,TSLA,73280.44,SELL,2025-06-05
2090,1166,NVDA,10727.63,SELL,2025-11-08
2091,1348,NVDA,3133.39,SELL,2025-06-05
2092,1397,TSLA,19219.77,BUY,2025-10-15
2093,1544,AAPL,26306.64,BUY,2025-08-03
2094,1515,TSLA,73862.01,BUY,2025-07-04
2095,1520,AAPL,68297.28,BUY,2025-05-23
2096,1942,AAPL,19769.53,BUY,2025-03-27
2097,1959,MSFT,65721.36,BUY,2025-09-29
2098,1205,AAPL,43058.86,BUY,2025-05-01
2099,1826,AAPL,34327.15,SELL,2025-05-21
2100,1492,QQQ,41076.74,SELL,2025-06-23
2101,1081,QQQ,18363.42,BUY,2025-01-16
2102,1887,AAPL,92362.54,SELL,2025-03-15
2103,1340,TSLA,69997.9,BUY,2025-04-07
2104,1788,SPY,35780.25,BUY,2025-01-14
2105,1277,TSLA,67777.45,SELL,2025-08-17
2106,1816,NVDA,49667.45,SELL,2025-04-19
2107,1571,AAPL,86105.83,SELL,2025-09-17
2108,1790,QQQ,11231.6,BUY,2025-06-20
2109,1297,AAPL,23993.17,SELL,2025-02-08
2110,1513,QQQ,69325.51,SELL,2025-09-07
2111,1415,MSFT,85293.17,BUY,2025-12-21
2112,1860,TSLA,19918.08,SELL,2025-03-10
2113,1135,MSFT,6718.41,SELL,2025-09-28
2114,1208,SPY,62616.41,SELL,2025-10-20
2115,1700,SPY,48359.47,SELL,2025-07-24
2116,1153,NVDA,3862.37,SELL,2025-09-11
2117,1361,QQQ,6278.66,SELL,2025-03-06
2118,1144,AAPL,72563.53,SELL,2025-01-24
2119,1931,TSLA,2193.59,BUY,2025-11-25
2120,1445,AAPL,90351.08,SELL,2025-06-06
2121,1609,MSFT,80907.75,BUY,2025-04-13
2122,1207,NVDA,66521.37,BUY,2025-02-24
2123,1346,NVDA,13099.8,SELL,2025-03-21
2124,1469,QQQ,23663.74,BUY,2025-11-22
2125,1888,NVDA,58061.76,SELL,2025-08-29
2126,1605,QQQ,66106.06,SELL,2025-05-14
2127,1228,SPY,85567.71,BUY,2025-09-25
2128,1224,NVDA,24661.77,BUY,2025-11-25
2129,1190,AAPL,4574.17,BUY,2025-04-02
2130,1846,QQQ,52856.84,SELL,2025-12-18
2131,1848,MSFT,34655.94,SELL,2025-04-28
2132,1461,MSFT,25731.68,BUY,2025-12-09
2133,1237,QQQ,40941.08,BUY,2025-04-01
2134,1309,NVDA,13059.41,BUY,2025-01-11
2135,1036,AAPL,26145.41,SELL,2025-05-30
2136,1143,NVDA,11199.93,SELL,2025-03-06
2137,1876,AAPL,93461.81,SELL,2025-06-01
2138,1159,AAPL,80803.45,SELL,2025-10-11
2139,1399,NVDA,34502.28,SELL,2025-10-21
2140,1959,SPY,39919.47,SELL,2025-10-12
2141,1227,QQQ,94718.82,BUY,2025-11-13
2142,1442,TSLA,9260.29,SELL,2025-02-16
2143,1654,AAPL,1436.22,SELL,2025-02-25
2144,1522,MSFT,17994.76,BUY,2025-02-26
2145,1076,TSLA,87128.49,BUY,2025-11-08
2146,1155,MSFT,70303.89,BUY,2025-11-02
2147,1782,SPY,34231.83,SELL,2025-01-21
2148,1177,MSFT,37009.96,SELL,2025-07-25
2149,1238,NVDA,81745.41,BUY,2025-01-29
2150,1520,MSFT,90669.14,SELL,2025-05-18
2151,1151,AAPL,16890.66,SELL,2025-02-13
2152,1710,AAPL,27037.6,SELL,2025-09-27
2153,1589,NVDA,33083.86,SELL,2025-01-06
2154,1344,TSLA,42499.48,SELL,2025-06-12
2155,1059,QQQ,44977.34,BUY,2025-10-03
2156,1180,QQQ,67552.18,BUY,2025-12-21
2157,1289,TSLA,11372.26,BUY,2025-03-26
2158,1544,AAPL,57649.25,BUY,2025-03-25
2159,1780,TSLA,77272.04,BUY,2025-11-15
2160,1864,SPY,50884.11,SELL,2025-12-14
2161,1232,TSLA,9457.36,SELL,2025-08-13
2162,1709,AAPL,24654.92,BUY,2025-07-25
2163,1131,QQQ,99299.12,BUY,2025-08-28
2164,1827,QQQ,35725.31,BUY,2025-03-23
2165,1704,SPY,7713.2,SELL,2025-08-19
2166,1216,MSFT,23551.54,BUY,2025-07-21
2167,1460,NVDA,48611.79,SELL,2025-10-31
2168,1850,NVDA,74155.38,SELL,2025-04-19
2169,1464,TSLA,66700.67,SELL,2025-01-04
2170,1409,MSFT,54047.35,SELL,2025-02-20
2171,1239,QQQ,55865.73,BUY,2025-09-24
2172,1695,NVDA,12944.56,BUY,2025-02-16
2173,1013,MSFT,81835.33,BUY,2025-07-26
2174,1121,AAPL,43151.64,BUY,2025-03-12
2175,1712,NVDA,63966.18,SELL,2025-12-01
2176,1412,AAPL,3441.93,SELL,2025-01-14
2177,1500,MSFT,40049.9,SELL,2025-07-11
2178,1775,NVDA,64887.45,BUY,2025-10-12
2179,1697,MSFT,44251.9,BUY,2025-02-08
2180,1209,MSFT,10424.08,SELL,2025-06-10
2181,1676,AAPL,27069.81,BUY,2025-05-08
2182,1798,MSFT,1528.54,BUY,2025-12-12
2183,1915,SPY,73663.98,BUY,2025-10-08
2184,1349,MSFT,57452.31,BUY,2025-06-14
2185,1825,AAPL,23869.4,SELL,2025-05-19
2186,1163,AAPL,34346.98,BUY,2025-04-27
2187,1777,TSLA,8585.3,SELL,2025-12-12
2188,1857,SPY,59562.12,BUY,2025-07-06
2189,1082,TSLA,53244.38,SELL,2025-11-05
2190,1695,AAPL,11965.04,SELL,2025-09-11
2191,1002,TSLA,18027.89,BUY,2025-12-03
2192,1526,TSLA,79831.59,BUY,2025-06-05
2193,1451,NVDA,78175.56,BUY,2025-04-10
